KOI,pRad,pRad_err,pPer,pPer_err,pNum 
id,earth_rad,earth_rad,days,days,int 
K03318.01,3.872,0.134,13.8353959,0.000275,1.0 
K03318.02,3.83,0.13,25.6970688,0.000703,2.0 
K00420.01,3.92,0.14,6.010383339,1.66e-06,1.0 
K04711.01,1.08,0.137,4.3638313,3.39e-05,1.0 
K04854.01,0.76,0.171,2.63527677,2.09e-05,1.0 
K02982.01,1.37,0.098,4.0223109,1.5e-05,1.0 
K07023.01,0.72,0.126,2.71772323,3.97e-05,1.0 
K07882.01,1.31,0.46,65.415183,0.00127,1.0 
K06179.01,2.13,0.7185,16.2957847,0.000255,1.0 
K05509.01,1.746,0.885,28.406342,0.00104,1.0 
K02468.01,2.672,0.3215,24.3344939,0.000283,1.0 
K02145.01,1.8,0.15,8.32651854,4.61e-05,1.0 
K07884.01,2.261,0.055,0.70965042,3.55e-05,1.0 
K07032.01,0.62,0.22,3.64049242,2.12e-05,1.0 
K04724.01,3.63,0.05,20.8822079,0.000718,1.0 
K05512.01,3.193,0.1,8.5852872,0.000104,1.0 
K01733.01,1.72,0.445,19.18109525,9.15e-05,1.0 
K04772.01,1.935,0.2895,3.38080537,3.23e-05,1.0 
K04772.02,1.911,0.276,9.0194714,0.000433,2.0 
K03404.01,1.82,0.395,82.292865,0.00123,1.0 
K02291.01,2.68,0.281,44.2993483,0.000266,1.0 
K00910.01,2.836,0.0575,5.392026903,6.66e-06,1.0 
K02624.01,5.007,0.0,115.6863392,0.000897,1.0 
K04153.01,1.981,0.4455,4.62602867,1.06e-05,1.0 
K07041.01,0.79,0.095,8.3613732,0.000131,1.0 
K01254.01,4.4,0.1955,5.082722475,8.27e-06,1.0 
K04386.01,1.62,0.2325,18.5010898,0.000156,1.0 
K02402.01,1.54,0.185,16.3012727,0.000105,1.0 
K07888.01,0.6,0.215,4.7368156,0.000147,1.0 
K07889.01,2.217,0.239,130.235324,0.00303,1.0 
K00911.01,2.692,0.3805,4.093578461,8.96e-06,1.0 
K00911.02,3.236,0.234,105.145959,0.002,2.0 
K00234.01,3.487,0.105,9.61375316,1.14e-05,1.0 
K03685.02,2.704,0.0,7.2593226,2.66e-05,1.0 
K02362.02,2.5,0.19,11.08507658,5.15e-05,1.0 
K00912.01,2.757,0.105,10.8484518,1.63e-05,1.0 
K00912.02,1.18,0.13,6.66833241,3.45e-05,2.0 
K04300.01,1.27,0.258,3.58273837,2.32e-05,1.0 
K05528.01,2.533,0.3625,201.621794,0.00756,1.0 
K01975.01,2.366,0.579,7.56052209,2.64e-05,1.0 
K02466.01,0.88,0.3925,3.17323012,1.1e-05,1.0 
K02466.02,0.91,0.2235,13.2970695,0.000107,2.0 
K03073.01,0.999,0.26,7.40985182,2.89e-05,1.0 
K02658.01,2.08,0.133,11.6601667,0.000102,1.0 
K05541.01,2.04,0.215,339.633833,0.00884,1.0 
K00914.01,1.87,0.1335,3.886655224,7.82e-06,1.0 
K00005.01,7.14,0.3695,4.780327581,8.52e-07,1.0 
K07894.01,1.88,0.2415,347.97611,0.0127,1.0 
K02346.01,2.856,0.075,28.6853212,0.000202,1.0 
K00578.01,3.629,0.075,6.412512953,5.04e-06,1.0 
K02436.01,2.518,0.0975,84.5733346,0.000654,1.0 
K04337.01,1.597,0.26,8.18504859,8.35e-05,1.0 
K02023.01,2.356,0.515,13.59051547,5.63e-05,1.0 
K06182.01,1.19,0.255,19.2405821,0.000794,1.0 
K06182.02,1.361,0.415,28.684308,0.00133,2.0 
K02123.01,2.377,0.1785,29.4557841,0.000119,1.0 
K02185.01,2.09,0.42,76.957056,0.000626,1.0 
K01264.01,2.877,0.2995,14.13175309,4.46e-05,1.0 
K02945.01,2.543,0.235,19.94752741,7.98e-05,1.0 
K01816.01,3.9,0.158,10.24061136,5.62e-06,1.0 
K00580.01,3.036,0.1935,6.521209629,8.39e-06,1.0 
K03434.01,1.126,0.075,10.2856373,0.000113,1.0 
K00916.01,3.527,0.1395,3.314947362,1.71e-06,1.0 
K01258.01,7.747,0.1905,36.33750453,7.26e-05,1.0 
K01258.02,2.22,0.47,14.64613058,7.96e-05,2.0 
K01258.03,4.3,0.3265,148.272013,0.000825,3.0 
K04478.01,1.103,0.27,6.38671206,2.76e-05,1.0 
K02700.01,1.12,0.34,0.910020582,2.29e-06,1.0 
K05552.01,2.1,0.3515,295.958914,0.00198,1.0 
K05553.01,3.577,0.102,120.938669,0.00247,1.0 
K04458.01,2.66,0.35,358.818895,0.00275,1.0 
K06186.01,1.72,0.7565,5.34264143,2.07e-05,1.0 
K08277.01,0.58,0.385,0.757261281,3.77e-06,1.0 
K02544.01,1.818,0.75,28.6253502,0.000255,1.0 
K07903.01,0.64,0.1095,0.694611128,3.74e-06,1.0 
K01261.01,9.801,0.11,133.460999,0.000257,1.0 
K01261.02,3.229,0.265,15.19423359,8.34e-05,2.0 
K02340.01,1.439,0.378,7.68478504,3.08e-05,1.0 
K02865.01,1.266,0.505,1.311558909,5.76e-06,1.0 
K07074.01,1.49,0.17,26.8552365,0.000483,1.0 
K00920.01,2.6,0.115,21.80451611,4.73e-05,1.0 
K03042.01,2.533,0.1755,31.0259489,0.000504,1.0 
K04523.01,1.03,0.05,5.68251605,7.04e-05,1.0 
K03019.01,1.574,0.5755,4.17939037,2.88e-05,1.0 
K03019.02,1.024,0.539,2.012094,1.95e-05,2.0 
K03432.01,2.36,0.088,48.0506878,0.000997,1.0 
K01281.01,1.848,0.12,49.4781446,0.000201,1.0 
K04730.01,1.631,0.365,9.07829171,4.62e-05,1.0 
K02552.01,1.313,0.33,3.65690909,1.92e-05,1.0 
K03006.01,1.345,0.365,0.998212785,7.72e-06,1.0 
K02963.01,1.59,0.155,18.2206024,0.000132,1.0 
K02963.02,1.262,0.1085,7.35101287,5.57e-05,2.0 
K07088.01,0.92,0.0945,2.68814059,1.57e-05,1.0 
K02000.01,2.45,0.6,26.41044199,7.74e-05,1.0 
K04904.01,0.784,0.1525,3.5944891,3.35e-05,1.0 
K01853.01,2.4,0.2995,60.0853848,0.000224,1.0 
K01273.01,3.403,0.0965,40.05881661,9.53e-05,1.0 
K05572.01,0.78,0.143,21.9578446,0.000199,1.0 
K05574.01,2.55,0.0965,373.41509,0.00618,1.0 
K00581.01,3.111,0.0995,6.996926239,6.34e-06,1.0 
K00581.02,2.34,0.12,151.863949,0.00139,2.0 
K03347.01,1.623,0.31,12.90235874,8.4e-05,1.0 
K03266.01,1.94,0.067,54.5091549,0.000567,1.0 
K00922.01,2.725,0.275,5.15448142,1.03e-05,1.0 
K01821.01,2.625,0.344,9.97682072,3.43e-05,1.0 
K02421.01,0.55,0.095,2.27050106,1.16e-05,1.0 
K05577.01,2.431,0.245,495.51899,0.0142,1.0 
K07099.01,1.05,0.24,34.0357766,0.000461,1.0 
K02074.01,3.13,0.1955,33.4178173,0.000174,1.0 
K08174.01,0.64,0.1485,295.06066,0.0283,1.0 
K03493.01,2.866,0.17,46.7162336,0.000837,1.0 
K00923.01,4.624,0.4065,5.743469797,7.28e-06,1.0 
K02868.01,2.03,0.2095,10.65275054,6.45e-05,1.0 
K05579.01,1.266,0.03,34.0269868,0.000438,1.0 
K05581.01,2.568,0.025,374.878133,0.00779,1.0 
K02224.01,1.48,0.2585,3.73090026,1.5e-05,1.0 
K02224.02,2.081,0.085,86.130534,0.00808,2.0 
K03106.01,1.08,0.325,0.968980781,6.41e-06,1.0 
K05583.01,1.31,0.07,20.5858591,0.000847,1.0 
K04009.01,2.339,0.2265,175.13892,0.00258,1.0 
K04009.02,1.656,0.4145,77.792718,0.0026,2.0 
K00524.01,2.398,0.193,4.592393816,3.02e-06,1.0 
K01395.01,3.7,0.1915,6.230335,1.01e-05,1.0 
K04668.01,1.73,0.4335,15.07277287,3.85e-05,1.0 
K02972.01,2.581,0.145,13.2511214,0.000202,1.0 
K04099.01,1.374,0.332,4.95060632,2.01e-05,1.0 
K07112.01,1.14,0.23,0.78430061,3.94e-05,1.0 
K07116.01,0.62,0.46,2.52557582,2.84e-05,1.0 
K02286.01,2.068,0.1655,24.1738244,0.000124,1.0 
K04782.02,3.66,0.1775,4.29251656,5.31e-05,1.0 
K04782.01,2.353,0.177,7.4213444,0.000106,2.0 
K04848.01,1.78,0.525,384.6961,0.0123,1.0 
K04583.01,2.344,0.245,330.906041,0.00681,1.0 
K05597.01,0.73,0.2015,7.77710639,8.39e-05,1.0 
K01630.01,1.4,0.124,11.30507984,6.93e-05,1.0 
K03088.01,1.304,0.125,3.48412874,1.48e-05,1.0 
K03088.02,2.038,0.07,67.8766605,0.000797,2.0 
K04733.01,1.149,0.137,7.28116667,7.79e-05,1.0 
K07125.01,0.814,0.75,7.918267,0.000184,1.0 
K03428.01,2.07,0.3215,64.6589166,0.000898,1.0 
K01892.01,3.463,0.16,62.5613879,0.000319,1.0 
K03316.01,3.075,0.3085,47.0568476,0.00019,1.0 
K01402.01,2.495,0.045,7.13969705,2.9e-05,1.0 
K02257.01,1.94,0.26,32.5635249,0.000237,1.0 
K02257.02,1.81,0.097,59.284064,0.000699,2.0 
K01933.01,3.007,0.1715,49.1011093,0.000209,1.0 
K05608.01,1.866,0.118,87.565484,0.00248,1.0 
K00583.01,2.48,0.096,2.437029217,5.02e-06,1.0 
K00926.01,5.045,0.1475,3.166353562,2.53e-06,1.0 
K07923.01,0.92,0.3915,395.13138,0.0202,1.0 
K07129.01,1.74,0.2525,64.1983721,0.000453,1.0 
K03393.01,2.792,0.249,54.6493679,0.000971,1.0 
K07924.01,0.68,0.1275,0.770658979,5.29e-06,1.0 
K02716.01,1.52,0.12,0.962864171,2.11e-06,1.0 
K02716.02,1.8,0.3095,6.46004728,3.02e-05,2.0 
K07925.01,0.64,0.3505,4.6318914,0.000115,1.0 
K01399.01,2.27,0.139,8.75059775,3.36e-05,1.0 
K04500.01,1.185,0.4685,8.70179611,8.57e-05,1.0 
K04500.02,2.09,0.085,44.9851885,0.000487,2.0 
K04500.03,1.7,0.43,14.7510068,0.00018,3.0 
K00928.01,2.354,0.2325,2.494170338,1.26e-06,1.0 
K07136.01,2.469,0.065,441.17369,0.0475,1.0 
K02625.01,1.406,0.255,3.81371423,2.54e-05,1.0 
K05628.01,1.32,0.3,24.9093027,0.00032,1.0 
K00526.01,2.666,0.125,2.104721971,8.86e-07,1.0 
K07144.01,0.697,0.18,0.839907158,4.91e-06,1.0 
K02528.01,3.28,0.1155,12.02295362,2.79e-05,1.0 
K02416.01,1.745,0.28,5.90608902,3.73e-05,1.0 
K07930.01,1.37,0.225,377.67241,0.0195,1.0 
K04513.01,0.94,0.137,3.91794676,2.67e-05,1.0 
K02107.01,2.035,0.2535,81.3153052,0.000935,1.0 
K07931.01,1.704,0.152,242.0367,0.0162,1.0 
K02491.01,1.421,0.115,2.66831274,1.03e-05,1.0 
K03429.02,1.94,0.197,8.74192361,8.71e-05,1.0 
K03429.01,1.8,0.086,15.8283833,0.000456,2.0 
K03429.04,1.85,0.635,44.433726,0.00102,3.0 
K01969.01,2.946,0.1755,16.34355902,7.64e-05,1.0 
K02397.01,1.47,0.11,12.00089667,6.86e-05,1.0 
K01398.01,2.522,0.07,5.82348911,1.33e-05,1.0 
K05649.01,2.424,0.1315,426.942225,0.00756,1.0 
K04710.01,1.622,0.1875,9.4527721,0.000136,1.0 
K02223.01,1.527,0.1285,1.104462494,1.55e-06,1.0 
K02060.01,2.13,0.3,2.800111267,4.01e-06,1.0 
K00585.01,2.33,0.28,3.722158895,3.79e-06,1.0 
K03975.01,2.89,0.29,364.751562,0.00512,1.0 
K05651.01,1.72,0.362,83.499618,0.00499,1.0 
K03410.01,2.369,0.145,16.5860329,0.000192,1.0 
K03410.02,2.764,0.3215,61.569765,0.0018,2.0 
K04241.01,1.328,0.2315,2.55315031,1.24e-05,1.0 
K05652.01,1.43,0.1785,91.507044,0.00138,1.0 
K05653.01,2.024,0.123,188.664098,0.00666,1.0 
K07157.01,1.152,0.185,23.9830523,0.000979,1.0 
K02067.01,2.036,0.37,13.24503482,4.68e-05,1.0 
K02096.01,1.653,0.245,9.76293284,4.68e-05,1.0 
K05657.01,1.869,0.195,284.699924,0.00464,1.0 
K02298.01,0.7,0.212,16.6671415,0.000125,1.0 
K02298.02,0.63,0.2645,31.8055128,0.000602,2.0 
K02242.01,1.922,0.126,1.755843555,4.92e-06,1.0 
K03264.01,1.36,2.76,13.0151826,0.00014,1.0 
K01971.01,2.14,0.201,19.32945602,9.04e-05,1.0 
K02020.01,2.11,0.1085,110.9643706,0.000847,1.0 
K03348.01,2.096,0.116,36.4337867,0.000378,1.0 
K03348.02,1.373,0.144,17.7189786,0.000326,2.0 
K02078.01,2.14,0.233,18.78429232,7.63e-05,1.0 
K02078.02,2.88,0.04,161.515617,0.00126,2.0 
K01900.01,1.15,0.04,5.18498961,1.16e-05,1.0 
K07934.01,1.905,0.02,22.6432436,0.000129,1.0 
K01409.01,2.9,0.272,16.56062577,4.47e-05,1.0 
K05663.01,1.473,0.12,140.884533,0.00262,1.0 
K05665.01,1.33,0.1825,100.494129,0.00157,1.0 
K02383.01,1.455,0.17,4.37033233,2.02e-05,1.0 
K01633.01,1.861,0.159,32.2964275,0.000307,1.0 
K00937.01,2.484,0.126,20.83426731,5.36e-05,1.0 
K02101.01,1.31,0.09,2.892216772,7.01e-06,1.0 
K01977.01,1.69,0.125,9.38740646,2.45e-05,1.0 
K01977.02,0.79,0.105,7.41556471,5.36e-05,2.0 
K04700.01,1.328,0.291,3.83488354,3.37e-05,1.0 
K04700.02,2.023,0.4925,66.47762,0.00113,2.0 
K00938.01,2.853,0.091,9.94602357,2.07e-05,1.0 
K00938.02,1.323,0.055,1.04562195,2.72e-06,2.0 
K00938.03,1.622,0.102,5.71462396,3.25e-05,3.0 
K05671.01,1.73,0.121,190.905243,0.00445,1.0 
K03296.01,1.96,0.198,62.869463,0.00102,1.0 
K03391.01,1.28,0.06,36.7662364,0.000433,1.0 
K04076.01,1.901,0.085,124.827797,0.00126,1.0 
K04207.01,0.8,0.04,0.701944362,1.49e-06,1.0 
K05677.01,1.022,0.151,20.5142642,0.000264,1.0 
K08183.01,1.0,0.2335,5.8877038,7.35e-05,1.0 
K02735.01,1.313,0.169,0.558841234,7.91e-07,1.0 
K03495.01,1.72,0.0865,17.6062701,0.000398,1.0 
K03495.02,1.25,0.118,6.685438,0.000183,2.0 
K00940.01,3.18,0.475,6.104849417,2.71e-06,1.0 
K04906.01,1.21,0.09,4.8608059,5.86e-05,1.0 
K01470.01,4.347,0.115,15.43400996,3.69e-05,1.0 
K07179.01,1.052,0.1335,407.14656,0.059,1.0 
K03901.01,5.986,0.075,160.130899,0.00172,1.0 
K04346.01,1.21,0.1,6.39269778,5.97e-05,1.0 
K00942.01,2.504,0.035,11.51517167,1.57e-05,1.0 
K00943.01,2.31,0.107,3.601465336,5.94e-06,1.0 
K04242.01,1.672,0.121,145.786556,0.00242,1.0 
K01866.01,3.297,0.245,105.3035093,0.000431,1.0 
K07940.01,1.86,0.18,188.881049,0.00116,1.0 
K05688.01,2.03,0.18,14.5555096,0.000173,1.0 
K00586.01,2.19,0.18,15.77980122,4.67e-05,1.0 
K02512.01,2.641,0.488,15.92108138,5.04e-05,1.0 
K02637.01,1.15,0.212,3.98864999,4.26e-05,1.0 
K05694.01,1.26,0.759,107.904526,0.00167,1.0 
K02217.01,2.95,0.11,37.8034121,0.000374,1.0 
K00467.01,6.089,0.198,18.00932214,1.01e-05,1.0 
K01488.01,2.261,0.145,3.949627144,5.3e-06,1.0 
K00468.01,2.998,0.117,22.18431824,2.57e-05,1.0 
K08286.01,3.54,0.1795,191.03728,0.0132,1.0 
K00944.01,4.43,0.3,3.108251172,1.59e-06,1.0 
K07197.01,1.438,0.22,1.74145041,4.48e-05,1.0 
K01481.01,2.556,0.1695,5.101375725,8.82e-06,1.0 
K07949.01,0.62,0.519,1.001916708,6.4e-06,1.0 
K00587.01,2.321,0.185,14.03490255,2.39e-05,1.0 
K00588.01,1.92,0.26,10.35586478,2.05e-05,1.0 
K02535.01,2.96,0.385,48.8882668,0.000665,1.0 
K07208.01,0.776,0.5145,3.57944367,4.34e-05,1.0 
K07951.01,0.975,0.1875,0.862329309,4.11e-06,1.0 
K02152.01,2.657,0.223,42.1918331,0.000356,1.0 
K02946.01,1.93,0.6,15.1408916,0.000114,1.0 
K07953.01,1.613,0.615,432.96905,0.0463,1.0 
K07954.01,1.74,0.1585,372.15035,0.0275,1.0 
K03095.01,1.191,0.2025,3.42390809,1.79e-05,1.0 
K07215.01,0.821,0.075,3.90735046,6.13e-05,1.0 
K02417.01,2.89,0.2625,47.7052566,0.00047,1.0 
K06209.01,1.903,0.08,12.7143635,0.000111,1.0 
K06209.02,1.823,0.135,7.72966941,6.36e-05,2.0 
K07220.01,0.97,0.096,1.057080807,5.84e-06,1.0 
K02132.01,3.04,0.1195,69.8956789,0.000524,1.0 
K02654.01,1.75,0.167,13.5631157,0.000143,1.0 
K03460.01,2.948,0.395,62.596544,0.00106,1.0 
K07223.01,1.59,0.2165,317.062416,0.00243,1.0 
K05704.01,1.279,0.3,96.16705,0.00207,1.0 
K07224.01,1.787,0.0935,13.4959496,0.00026,1.0 
K04372.01,1.06,0.092,6.24564633,5.44e-05,1.0 
K02613.01,2.406,0.13,51.5738653,0.000418,1.0 
K03048.01,1.141,0.246,4.73292061,1.98e-05,1.0 
K00616.01,2.076,0.264,1.433339604,2.16e-06,1.0 
K03025.01,1.793,0.21,13.1829329,0.000107,1.0 
K01491.01,2.15,0.565,3.148661555,8.3e-06,1.0 
K01849.01,2.94,0.34,8.08801663,1.13e-05,1.0 
K03137.01,0.9,0.2255,1.332035996,6.95e-06,1.0 
K03911.01,1.166,0.195,1.79110997,5.48e-06,1.0 
K00948.01,2.37,0.145,24.58716355,8.74e-05,1.0 
K01520.01,2.5,0.249,18.45848388,4.88e-05,1.0 
K00949.01,3.769,0.095,12.53248222,2.23e-05,1.0 
K04636.01,6.13,0.257,122.749053,0.0036,1.0 
K04691.01,1.01,0.1025,3.3879165,2.58e-05,1.0 
K00951.01,3.494,0.252,13.19720694,1.21e-05,1.0 
K00951.02,2.549,0.1995,33.6528474,0.000105,2.0 
K05712.01,3.4,0.345,287.75613,0.0124,1.0 
K04856.01,2.786,0.22,147.388124,0.00274,1.0 
K07232.01,1.185,0.092,1.96682825,2.15e-05,1.0 
K01505.01,2.53,0.093,5.03257009,2.32e-05,1.0 
K02923.01,1.171,0.31,5.83892993,2.05e-05,1.0 
K01521.01,1.95,0.235,25.9421582,0.000113,1.0 
K00953.01,4.907,0.406,3.584101048,1.92e-06,1.0 
K07235.01,1.15,1.16,299.70688,0.0351,1.0 
K01489.01,1.984,0.0845,16.00460392,6e-05,1.0 
K04650.01,0.55,0.291,1.69999106,2.26e-05,1.0 
K02880.01,1.22,0.451,0.740926358,1.84e-06,1.0 
K02586.01,1.389,0.325,2.131945045,6.45e-06,1.0 
K04192.01,1.562,0.2945,18.0541469,0.000148,1.0 
K04192.02,1.14,0.1355,32.0273169,0.000914,2.0 
K02553.01,2.4,0.515,88.0712769,0.00085,1.0 
K03043.01,1.07,0.107,3.08942807,3.35e-05,1.0 
K03043.02,0.73,0.115,7.2929891,0.000174,2.0 
K07236.01,1.617,0.441,14.461834,0.00036,1.0 
K02461.01,2.47,0.23,13.71218522,6.01e-05,1.0 
K05718.01,5.2,0.0,233.64574,0.0232,1.0 
K03028.02,1.987,0.166,458.16754,0.0315,1.0 
K01716.01,1.269,0.05,4.88084456,1.46e-05,1.0 
K03480.01,1.15,0.215,11.9378354,0.000174,1.0 
K00470.01,4.627,0.1195,3.750832927,1.22e-06,1.0 
K03354.01,1.136,0.0985,11.5706005,0.000118,1.0 
K02483.01,1.44,0.105,15.0539886,0.000123,1.0 
K07970.01,1.092,0.125,1.98514635,1.19e-05,1.0 
K00956.01,3.67,0.115,8.360870704,6.06e-06,1.0 
K02509.01,1.13,0.155,4.5513988,2e-05,1.0 
K02751.01,2.47,0.159,24.4004378,0.000114,1.0 
K05727.01,2.61,0.42,65.3558881,0.000637,1.0 
K01846.01,3.844,0.0,105.9566815,0.000391,1.0 
K01717.01,2.43,0.3425,10.56137217,4.34e-05,1.0 
K02579.01,1.354,0.0995,2.7296036,1.31e-05,1.0 
K02579.02,1.474,0.145,3.59645081,3.64e-05,2.0 
K02579.03,1.418,0.3405,10.30148508,9.39e-05,3.0 
K07976.01,1.207,0.118,5.82561701,8.72e-05,1.0 
K03127.01,2.07,0.23,9.705693,0.000172,1.0 
K05732.01,1.52,0.1215,39.399926,0.00119,1.0 
K04885.01,1.821,0.29,9.33955596,6.35e-05,1.0 
K05736.01,2.22,0.065,161.651504,0.00223,1.0 
K05737.01,1.854,0.185,376.24253,0.014,1.0 
K02285.01,2.453,0.205,37.9456138,0.000211,1.0 
K00398.01,8.481,0.3265,51.84688984,2.93e-05,1.0 
K00398.02,3.339,0.555,4.180048081,2.74e-06,2.0 
K00398.03,1.77,0.099,1.729367077,2.59e-06,3.0 
K04460.01,2.032,0.242,284.727213,0.00836,1.0 
K00592.01,2.302,0.1095,39.7529915,0.000115,1.0 
K00593.01,2.82,0.133,9.99760285,2.63e-05,1.0 
K00593.02,3.96,0.375,90.4117992,0.000466,2.0 
K00593.03,2.44,0.225,51.0674355,0.00035,3.0 
K00593.04,2.68,0.4775,240.192808,0.00899,4.0 
K03051.01,1.647,0.375,11.682369,0.000162,1.0 
K01911.01,2.501,0.2185,5.75321539,1.18e-05,1.0 
K03401.01,1.96,0.237,17.9559673,0.000255,1.0 
K03401.02,1.951,0.4055,326.6708,0.0161,2.0 
K03462.01,2.688,0.168,12.4326997,0.000313,1.0 
K03462.02,2.21,0.0955,30.9902997,0.000893,2.0 
K04820.01,2.182,0.1595,14.7401061,0.00023,1.0 
K02018.01,2.979,0.1745,27.495634,0.000149,1.0 
K02018.02,1.614,0.58,16.0988294,0.000269,2.0 
K02205.01,2.78,0.815,24.08632177,9.92e-05,1.0 
K05748.01,1.19,0.505,29.9371143,0.000511,1.0 
K05749.01,2.128,0.555,281.95332,0.00467,1.0 
K03470.02,2.664,0.1565,25.4337864,0.000322,1.0 
K03470.01,2.14,0.362,15.0617835,0.000265,2.0 
K07270.01,1.42,0.305,19.2532128,0.000249,1.0 
K01940.01,1.86,0.3545,10.99470891,1.92e-05,1.0 
K01595.01,3.252,0.3485,40.1097817,0.000141,1.0 
K01720.01,3.59,0.42,59.6585348,0.000558,1.0 
K00426.01,2.612,0.241,16.30141333,2.7e-05,1.0 
K02655.01,1.867,0.4225,16.2959916,7.7e-05,1.0 
K01721.01,3.68,0.153,52.6298542,0.000328,1.0 
K00471.01,2.725,0.27,21.34736612,4.78e-05,1.0 
K00471.02,1.36,0.08,7.81100952,4.76e-05,2.0 
K00199.01,13.984,0.2145,3.268695042,2.62e-07,1.0 
K01586.01,1.95,0.2245,6.99130452,1.45e-05,1.0 
K05758.01,2.7,0.193,102.493119,0.00132,1.0 
K08193.01,3.72,0.28,367.947848,0.00479,1.0 
K01591.01,2.83,0.148,19.65639342,6.99e-05,1.0 
K02493.01,1.6,0.2095,0.663085361,9.11e-07,1.0 
K07279.01,0.841,0.235,11.7728146,0.000164,1.0 
K02520.01,1.75,0.319,6.49441464,3.13e-05,1.0 
K02849.01,0.929,0.136,5.95958637,4.4e-05,1.0 
K02602.01,1.427,0.955,11.47685263,6.68e-05,1.0 
K02628.01,1.349,0.3025,1.68189051,1.08e-05,1.0 
K07282.01,1.6,0.225,1.758599866,3.36e-06,1.0 
K01722.01,1.63,0.8495,14.8783945,0.000135,1.0 
K07283.01,2.236,0.13,134.413808,0.0048,1.0 
K05762.01,1.37,0.32,12.63063129,8.93e-05,1.0 
K04755.01,1.75,0.6,3.74318005,1.61e-05,1.0 
K04451.01,1.32,0.325,8.8303681,9.98e-05,1.0 
K01086.01,2.437,0.18,27.6652847,0.00013,1.0 
K00472.01,3.16,0.0695,4.243748097,3.06e-06,1.0 
K02313.01,2.438,0.145,16.07673148,6.46e-05,1.0 
K02056.01,1.966,0.08,39.3135699,0.000148,1.0 
K04545.01,0.85,0.1005,0.849362238,4.8e-06,1.0 
K04334.01,0.972,0.092,2.44232399,1.04e-05,1.0 
K01082.01,1.67,0.125,6.50327035,3.13e-05,1.0 
K01082.03,1.25,0.325,1.196548464,3.75e-06,2.0 
K01082.02,1.42,0.2125,4.09667624,1.96e-05,3.0 
K01082.04,1.45,0.2,9.6550473,7.33e-05,4.0 
K05769.01,1.385,0.11,7.58062893,7.71e-05,1.0 
K01981.01,1.222,0.135,1.06378861,2.26e-06,1.0 
K00473.01,2.538,0.1905,12.70636123,1.92e-05,1.0 
K01083.01,1.633,0.62,7.33685101,3.67e-05,1.0 
K01083.02,1.026,0.2155,4.57797412,4.26e-05,2.0 
K07990.01,2.307,0.1515,87.487573,0.00263,1.0 
K05772.01,1.231,0.07,75.636309,0.00124,1.0 
K01870.01,2.106,0.0925,7.96431492,1.04e-05,1.0 
K03007.01,1.47,0.1,11.1916199,8.12e-05,1.0 
K01937.01,1.71,0.075,1.411230023,8.3e-07,1.0 
K02212.01,2.831,0.085,17.14648756,8.66e-05,1.0 
K01724.01,2.813,0.085,17.42393582,9.28e-05,1.0 
K04768.01,1.44,0.1135,3.43633133,8.72e-06,1.0 
K08201.01,2.25,0.1035,392.601892,0.00891,1.0 
K07301.01,1.19,0.2925,20.9525604,0.000268,1.0 
K00530.01,1.95,0.138,10.94026745,3.01e-05,1.0 
K00735.01,5.19,0.1055,22.34213536,9.35e-05,1.0 
K04754.01,1.791,0.283,7.08757462,8.13e-05,1.0 
K07998.01,2.96,0.1545,122.11555,0.019,1.0 
K02214.01,1.29,0.163,2.352273912,8.09e-06,1.0 
K02271.01,1.953,0.15,55.8224775,0.00041,1.0 
K01160.01,2.77,0.075,13.21409607,3.7e-05,1.0 
K08000.01,1.7,0.3395,225.48805,0.0187,1.0 
K02401.01,1.51,0.387,38.2292037,0.000281,1.0 
K01166.01,2.766,0.125,7.6746614,2.38e-05,1.0 
K00618.01,2.454,0.27,9.07098164,1.31e-05,1.0 
K01159.01,5.4,0.1,64.617518,0.000194,1.0 
K04051.01,2.75,0.294,163.692336,0.00132,1.0 
K01997.01,2.611,0.545,38.505224,0.000178,1.0 
K00740.01,2.44,0.19,17.6717714,5.36e-05,1.0 
K07320.01,0.75,0.73,8.50207749,9.33e-05,1.0 
K07327.01,1.88,0.09,17.9908273,9.79e-05,1.0 
K01851.01,2.217,0.1655,4.469754641,8.12e-06,1.0 
K02589.01,1.244,0.33,0.664074145,1.53e-06,1.0 
K02554.02,0.94,0.285,10.27127527,6.32e-05,1.0 
K02554.01,13.72,0.125,39.7557642,0.000333,2.0 
K01170.01,2.167,0.424,7.34373964,1.13e-05,1.0 
K02266.01,1.659,0.1895,1.003931703,2.69e-06,1.0 
K00533.01,2.522,0.58,16.54967098,4.38e-05,1.0 
K00533.02,1.25,0.16,3.52467888,3.04e-05,2.0 
K08211.01,0.717,0.3225,5.0487451,0.000101,1.0 
K05800.01,1.476,0.22,11.006795,0.000226,1.0 
K00746.01,2.47,0.07,9.27358173,1.04e-05,1.0 
K04261.01,1.045,0.17,1.450889836,6.48e-06,1.0 
K05801.01,1.96,0.174,177.37583,0.0161,1.0 
K08026.01,1.364,0.118,7.7529342,0.000144,1.0 
K05806.01,1.685,0.075,313.82752,0.00963,1.0 
K05810.01,1.397,1.105,425.593391,0.00838,1.0 
K00747.01,2.85,0.1715,6.02930329,5.51e-06,1.0 
K04563.01,1.7,0.1485,54.333582,0.00127,1.0 
K07345.01,2.49,0.3025,377.501257,0.00877,1.0 
K02845.01,0.93,0.249,1.574090323,5.52e-06,1.0 
K00476.01,2.24,0.083,18.42794957,4.27e-05,1.0 
